,character,line,episode number
3968,ELAINE," Hi everyone. Um, this is my friend, Frank.",110
3969,ELAINE, What'd they say? What'd they say?,110
3970,KRAMER,"  A turkey sandwich. A side of slaw, … you want whit e meat or dark?",110
3971,KRAMER," Yeah, white meat. And if I see one piece of dark meat on there. It's your ass buster.",110
3972,KRAMER," yeah, all right, yeah….  They don't have any. But don't worry I'm going to get you one somewhere.",110
3973,KRAMER, Now that's impossible.,110
3974,ELAINE,   … I don't even know where I'm going.,110
3975,ELAINE," yes,  I suppose, …",110
3976,ELAINE," Yes,  you see this  woman, this manicurist,…",110
3977,ELAINE," Uh,  thanks.",110
3978,ELAINE, How do you know all that?,110
3979,ELAINE, You mean..?,110
3980,ELAINE, Oh!,110
3981,JERRY," I don't know why I have to go to the hospital. I didn't do anything to Bette Midler. Driver can you stop over here, we're picking somebody up.",110
3982,GEORGE, So what? Somebody dropped an egg on my head as I went into my building last night.,110
3983,JERRY," Hey, I'm being heckled on stage. People are yelling out Galloogy.",110
3984,JERRY, Stop your crying will ya?,110
3985,GEORGE, You heard him.,110
3986,GEORGE," Oh, yeah. I read what you said to the papers yesterday. You weren't in on the planing. What planning? YOU THINK WE PLANED THIS? Uh?",110
3987,JERRY," Hey, I had nothing to do with it.",110
3988,ELAINE," Oh, that's not too expensive.",110
3989,ELAINE," Oh, this innocent looking shirt has something which isn't innocent at all. Touchability! Heavy, silky Italian cotton, with a fine almost terrycloth like feeling. Five button placket, relaxed fit, innocence and mayhem at once.",110
3990,KRAMER," Hi, here. I made this for your. ",110
3991,KRAMER, It's macaroni Midler.,110
3992,KRAMER," Yeah, see how you're singing?",110
3993,KRAMER," oh, what's that from?",110
3994,KRAMER, Oh You are so freaking talented.,110
3995,KRAMER," Oh, so look who's here. What do you want.",110
3996,JERRY, We just want to talk to her. We want to apologize and tell her the whole thing was an accident.,110
3997,KRAMER," No, no. I'm sorry it's out of the question.",110
3998,JERRY, What?,110
3999,KRAMER, Bette is recuperating right now and I'm not going to allow anything to disturb her.,110
4000,GEORGE, Who are you to decide?,110
4001,KRAMER, I'm calling the shots around here so there won't be anymore ACCIDENTS!,110
4002,GEORGE," Hey, look, Kramer,…",110
4003,KRAMER, AH! I don't want her disturbed.,110
4004,ELAINE, Hello,110
4005,ELAINE, You're welcome.,110
4006,JERRY, What happened?,110
4007,ELAINE," Well I felt bad about the spying, so you know, ,I got them tickets to the show.",110
4008,JERRY," Oh,, that's nice. Alright, I'll see you later.",110
4009,ELAINE," Wait, wait. I didn't get to tell you about my new job.",110
4010,JERRY, Where?,110
4011,ELAINE, Writing for the J. Peterman catalogue.,110
4012,JERRY,  How did you get that?,110
4013,ELAINE, I met him.,110
4014,JERRY, You met J. Peterman?,110
4015,ELAINE, yeah.,110
4016,JERRY, What is he like?,110
4017,ELAINE," He wore a classic courtman's duster. beige corduroy collar, 100% cotton canvas, high waist, nine pockets, six on the outside, great for running along side a train,  waving last goodbyes, posing on a veranda, Men's sizes ...",110
4018,JERRY,"  Yeah, I'll see ya'.",110
4019,ELAINE," . . . Small, Medium, Large, XL, Double...",110
4020,JERRY," Well, break a leg tonight.",110
4021,JERRY," Listen buddy,",110
4022,JERRY, What is it?,110
4023,JERRY," Oh, I'm so sorry.",110
4024,JERRY, So you don't cry when your grandmother dies? But a hotdog makes you lose control?,110
4025,JERRY, Good luck.,110
4026,ELAINE," Oh, she got hurt.",110
4027,ELAINE," I, uh, wait,…",110
4028,GEORGE," Well, you got no place to go. I'll tell you what your problem is",111
4029,GEORGE, I don't think we should see each other any more.,111
4030,ELAINE, Shut up! Shut up! You stupid mutt.,111
4031,JERRY, And you broke up with her 'cuz she beat you at chess? That's pretty sick.,111
4032,GEORGE," I don't see how I could perform sexually in a situation after something like that. I was completely emasculated. Anyway, it's not the only reason.",111
4033,JERRY," Yeah, what else?",111
4034,GEORGE," All right. You wanna know what one of her favorite expressions is? Happy, Pappy?",111
4035,JERRY," Happy, Pappy? What does that mean?",111
4036,GEORGE," Like if she wants to know if I'm pleased with something, she'll say, ""Happy, Pappy?""",111
4037,JERRY," Oh, you're ""Pappy"".",111
4038,GEORGE," I'm ""Pappy"".",111
4039,JERRY," Oh, I get it. Why don't you just say it?",111
4040,GEORGE," Oh, come on. What, are you kidding? GEORGE",111
4041,JERRY," Hey, I got a real thing about ""shushing""!",111
4042,GEORGE, What is this? Did you ever get the feeling like you've had a haircut but you didn't have one? I'm all itchy back here.,111
4043,JERRY, Ahh.,111
4044,GEORGE, What?,111
4045,JERRY, What is this? What are we doing? What in god's name are we doing?,111
4046,GEORGE, What?,111
4047,JERRY, OUR LIVES!! . What kind of lives are these? We're like children. We're not men.,111
4048,GEORGE," No, we're not. We're not men.",111
4049,JERRY, We come up with all these stupid reasons to break up with these women.,111
4050,GEORGE, I know. I know. That's what I do. That's what I do.,111
4051,JERRY, Are we going to be sitting here when we're sixty like two idiots?,111
4052,GEORGE, . We should be having dinner with our sons when we're sixty.,111
4053,JERRY, We're pathetic… you know that?,111
4054,GEORGE," Yeah, Like I don't know that I'm pathetic.",111
4055,JERRY, Why can't I be normal?,111
4056,GEORGE," Yes. Me, too. I wanna be normal. Normal.",111
4057,JERRY, It would be nice to care about someone.,111
4058,GEORGE, Yes. Yes. Care. You know who I think about a lot? Remember SUSAN,111
4059,JERRY, Hmm. I thought she became a lesbian.,111
4060,GEORGE, No. It didn't take.,111
4061,JERRY, Oh.,111
4062,GEORGE," Did I tell you I ran into her last week? Ho-ho, she looked great.",111
4063,JERRY, Hmm.,111
4064,GEORGE," You thought she was good looking, right?",111
4065,JERRY," See, there you go again. What is the difference what I think?",111
4066,GEORGE, I was just curious.,111
4067,JERRY," Well, this is it. I'm really gonna do something about my life, you know? You know, I think I'm gonna call Melanie again. So what if she shushed me. GEORGE",111
4068,GEORGE, Yes. Changes.,111
4069,JERRY, I'm serious about it.,111
4070,GEORGE, Think I'M not?,111
4071,JERRY, I'm not kidding.,111
4072,GEORGE," Me, too.",111
4073,JERRY," Melanie, you can shush me at every opportunity. 5? 3? Oh, it was just an expression. All right, well, that's very sweet of you. Okay, I'll call you later. All right, bye. Hey!",111
4074,KRAMER, What?,111
4075,JERRY, I had a very interesting lunch with GEORGE,111
4076,KRAMER, Really?,111
4077,JERRY, We were talking about our lives and we both kind of realized we're kids. We're not men.,111
4078,KRAMER," So, then you asked yourselves, ""Isn't there something more to life?""",111
4079,JERRY, Yes. We did.,111
4080,KRAMER," Yeah, well, let me clue you in on something. There isn't.",111
4081,JERRY, There isn't?,111
4082,KRAMER," Absolutely not. I mean, what are you thinking about, JERRY",111
4083,JERRY, Well...,111
4084,KRAMER, They're prisons. Man made prisons. You're doing time. You get up in the morning. She's there. You go to sleep at night. She's there. It's like you gotta ask permission to use the bathroom. Is it all right if I use the bathroom now?,111
4085,JERRY, Really?,111
4086,KRAMER," Yeah, and you can forget about watching TV while you're eating.",111
4087,JERRY, I can?,111
4088,KRAMER," Oh, yeah. You know why? Because it's dinner time. And you know what you do at dinner?",111
4089,JERRY, What?,111
4090,KRAMER," You talk about your day. How was your day today? Did you have a good day today or a bad day today? Well, what kind of day was it? Well, I don't know. How about you? How was your day?",111
4091,JERRY, Boy.,111
4092,KRAMER," It's sad , Jerry. It's a sad state of affairs..",111
4093,JERRY, I'm glad we had this talk.,111
4094,KRAMER," Oh, you have no idea.",111
4095,GEORGE, La-la-la...,111
4096,KRAMER, Hey.,111
4097,JERRY, Hey.,111
4098,ELAINE, Three hours of sleep again last night.. Three hours of sleep because of that dog.,111
4099,KRAMER, What dog?,111
4100,KRAMER, Yeah. What dog?,111
4101,ELAINE, This dog in the courtyard across from my bedroom window that never never stops barking..,111
4102,KRAMER, Don't...,111
4103,ELAINE," I lost my voice screaming at this thing. I can't sleep. I can't work. I mean, I just moved. I can't move again. What am I gonna do? What? What am I gonna do?",111
4104,KRAMER," Well, there is something you can do.",111
4105,ELAINE, What? KRAMER,111
4106,KRAMER," Well, what if there should be an unfortunate accident?",111
4107,JERRY, You're going to rub out the dog?,111
4108,KRAMER," No, no. Not me. I just happen to know someone who specializes in exactely these kinds of sticky situations.",111
4109,ELAINE, Uh-huh.,111
4110,JERRY," What, you're considering this?",111
4111,KRAMER," Look, just meet with him. ?????.",111
4112,ELAINE," I don't really know why I'm here. Kramer talked me into coming up here. But, obviously, I could never really do anything.",111
4113,ELAINE," Uh, so, anyway, I'm sorry for wasting your time.",111
4114,ELAINE," Um, I don't know. I've never really seen it.",111
4115,KRAMER, NEWMAN,111
4116,ELAINE," Yeah. Well um, I was just curious if I were interested in availing myself of your services, um, what exactly would you do?",111
4117,ELAINE," No, I'm sorry. I can't hurt a dog. I can't hurt a dog. I can't.",111
4118,KRAMER, I got it. We'll kidnap him . and we'll drop him off Upstate and this way he won't bother you anymore and he won't get hurt.,111
4119,KRAMER, Huh?,111
4120,ELAINE," I'd have to think about it. I doubt it, though. I doubt it. I'll let you know.",111
4121,GEORGE, La-la-la-la-la-la-la! [flashbacks to Susan],111
4122,ELAINE, All right. Let's do it.,111
4123,JERRY, How come you're eating your peas one at a time?,111
4124,GEORGE, It's GEORGE,111
4125,GEORGE, Will you marry me?,111
4126,GEORGE," Ma, guess what!",111
4127,GEORGE," No, it's nothing bad. I'm getting married.",111
4128,GEORGE, I'm getting married?,111
4129,GEORGE, Yes!,111
4130,GEORGE, What difference does it make what she looks like?,111
4131,GEORGE," Yes, she's pretty. What difference does it make?",111
4132,GEORGE, She wants to talk to you.,111
4133,JERRY, Hey!,111
4134,KRAMER, Hey!,111
4135,JERRY, What are you up to?,111
4136,KRAMER, Nothing.,111
4137,JERRY, What's the rope for?,111
4138,KRAMER," Oh! Well, How do you like that. I got rope. Um, I gotta go.",111
4139,JERRY, The dog. You're getting the dog.,111
4140,GEORGE," Hey, Kramer, where are you going?",111
4141,KRAMER, Out.,111
4142,GEORGE," Don't go. Kramer! Come back. I got great news. Well, I did it.",111
4143,JERRY, Did what?,111
4144,GEORGE, I got engaged. I'm getting married. I asked Susan to marry me. We're getting married this Christmas.,111
4145,JERRY, You're getting married?,111
4146,GEORGE, Yes!,111
4147,JERRY," Oh, my god!",111
4148,GEORGE," I'm a man. Jerry, I'm a man. And do you know why? It's because of that talk we had. You were my inspiration. Do you believe it? You. That lunch was the defining moment of my life.",111
4149,JERRY, I'm blown away.,111
4150,GEORGE, You're blown?,111
4151,JERRY, Wow!,111
4152,GEORGE, You like that?,111
4153,JERRY," And she said ""Yes""?",111
4154,GEORGE," It took a couple of hours of convincing. I was persistent. I was just like those guys in the movies. And it worked! She said ""Yes""! I can't believe my luck that she was still available . A beautiful woman like that. You think she's good looking, right?",111
4155,JERRY, You're gonna have gorgeous kids.,111
4156,GEORGE, Yes. She's got great skin - a rosy glow..,111
4157,JERRY, Pinkish hue?,111
4158,GEORGE," Oh, she's got the hue. So, what's going on with you and Melanie? I mean, I know you're not getting married, but uh, things are happening?",111
4159,JERRY," Well...actually, we kind of broke up.",111
4160,GEORGE, You what?,111
4161,JERRY," Well, you know, we were having dinner the other night, and she's got this strangest habit. She eats her peas one at a time. You've never seen anything like it. It takes her an hour to finish them. I mean, we've had dinner other times. I've seen her eat Corn Niblets. But she scooped them.",111
